freq,nrg_bal,siec,unit,geo\TIME_PERIOD	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,GEP,RA100,KTOE,DE	1872.743 	1887.962 	1492.433 	1480.310 	1689.338 	1868.616 	1954.686 	1988.306 	1575.322 	1783.835 	1688.564 	1722.356 	1820.206 	1757.782 	1636.371 	1801.634 	1519.518 	1870.593 	1977.472 	1684.179 	1631.642 	1766.638 	1732.588 	1521.324 	1696.561 	1609.716 	1690.198 	1515.391 	1826.655 	2048.581 
A,GEP,RA100,KTOE,DK	2.580 	1.634 	1.634 	2.322 	2.666 	2.580 	2.408 	2.752 	1.806 	2.322 	1.978 	1.978 	2.408 	2.236 	1.634 	1.775 	1.450 	1.503 	1.154 	1.299 	1.550 	1.657 	1.537 	1.278 	1.458 	1.467 	1.401 	1.285 	1.688 	1.940 
A,GEP,RA100,KTOE,EE	0.172 	0.172 	0.258 	0.344 	0.344 	0.430 	0.602 	0.516 	1.118 	1.892 	1.892 	1.161 	1.876 	2.400 	2.750 	2.311 	2.582 	3.616 	2.195 	2.325 	2.287 	3.009 	2.236 	1.290 	1.634 	2.580 	1.978 	1.978 	2.064 	2.600 
A,GEP,RA100,KTOE,EL	303.439 	373.861 	333.792 	319.604 	394.841 	317.541 	180.310 	240.757 	409.802 	401.721 	431.408 	504.286 	222.822 	284.806 	460.237 	642.713 	344.898 	377.689 	545.737 	385.066 	524.350 	476.581 	340.718 	493.848 	343.904 	287.505 	507.604 	331.487 	328.059 	307.969 
A,GEP,RA100,KTOE,ES	1984.523 	3420.980 	2988.220 	2922.528 	1962.425 	2429.579 	3515.735 	1824.936 	3480.911 	2672.743 	1581.513 	2232.072 	2348.151 	2008.942 	2270.937 	3637.489 	2630.782 	1766.552 	3169.821 	3367.884 	2419.604 	3129.437 	1575.408 	2952.193 	2119.175 	2623.130 	2547.377 	1512.468 	2149.269 	2959.134 
A,GEP,RA100,KTOE,EU27_2020	27964.978 	28133.042 	28526.001 	29488.008 	29305.846 	30110.361 	32107.785 	26879.172 	26195.753 	27790.954 	26398.121 	26654.086 	26457.845 	27996.841 	28288.851 	31971.186 	26433.826 	28518.713 	31643.449 	31818.505 	28889.783 	29715.546 	25309.198 	29568.480 	27537.276 	29846.016 	29942.327 	23748.092 	28412.583 	31784.991 
A,GEP,RA100,KTOE,FI	1111.350 	1019.776 	1052.623 	1294.153 	1098.882 	1260.533 	1135.426 	926.569 	824.678 	1295.754 	1185.211 	988.280 	1219.020 	1471.379 	1090.802 	1111.091 	1070.081 	1449.624 	1103.921 	1151.938 	1441.848 	1358.480 	1270.118 	1143.689 	1067.969 	1365.721 	1357.793 	1160.083 	1306.998 	1229.513 
A,GEP,RA100,KTOE,FR	6133.439 	5560.539 	5340.726 	5225.419 	6089.500 	5570.074 	6244.394 	5062.617 	4931.395 	4990.642 	4311.191 	4718.654 	4814.269 	5344.671 	4771.672 	5262.441 	3933.264 	5144.509 	6184.044 	5483.459 	4776.980 	5231.230 	4299.334 	5598.575 	4893.684 	5376.054 	5119.282 	3917.046 	4806.120 	6114.866 
A,GEP,RA100,KTOE,HR	488.633 	676.071 	503.302 	517.747 	630.026 	554.850 	617.403 	503.130 	469.286 	655.770 	604.944 	568.960 	404.110 	496.991 	637.008 	784.712 	432.664 	415.899 	741.333 	774.387 	549.496 	589.174 	456.354 	662.158 	500.954 	486.879 	612.872 	469.450 	701.677 	578.418 
A,GEP,RA100,KTOE,HU	14.015 	17.799 	18.573 	13.328 	15.563 	15.305 	15.993 	16.681 	14.703 	17.599 	17.382 	15.971 	18.056 	18.310 	19.629 	16.198 	19.091 	18.309 	18.325 	25.922 	20.096 	22.297 	18.917 	19.089 	18.831 	20.980 	18.229 	15.305 	19.089 	19.862 
A,GEP,RA100,KTOE,IE	61.307 	62.081 	58.298 	78.762 	72.829 	72.829 	51.247 	78.418 	51.419 	54.170 	54.279 	62.276 	57.315 	83.261 	77.535 	51.525 	60.764 	68.990 	51.547 	60.933 	69.346 	58.558 	59.467 	59.681 	76.233 	80.194 	64.439 	60.293 	81.062 	65.874 
A,GEP,RA100,KTOE,IT	3248.667 	3614.531 	3577.214 	3544.282 	3900.688 	3800.468 	4024.959 	3398.053 	3153.035 	3640.402 	3101.181 	3180.938 	2821.602 	3578.930 	4225.063 	4395.251 	3940.045 	3600.593 	4537.695 	5034.002 	3915.505 	3648.474 	3112.529 	4194.877 	3982.677 	4088.717 	3902.680 	2441.752 	3483.857 	4568.424 
A,GEP,RA100,KTOE,LT	32.072 	28.031 	25.451 	35.856 	35.684 	29.235 	28.031 	30.439 	27.945 	36.199 	38.779 	34.136 	36.199 	34.566 	36.457 	46.432 	41.273 	36.371 	44.798 	34.308 	30.009 	39.037 	51.797 	37.059 	29.699 	25.847 	32.992 	39.931 	38.710 	37.532 
A,GEP,RA100,KTOE,LU	7.567 	5.159 	7.137 	9.888 	7.309 	10.619 	10.149 	8.575 	6.829 	8.947 	7.991 	9.571 	10.035 	11.360 	9.101 	9.257 	5.417 	8.452 	10.249 	9.268 	8.534 	9.924 	7.364 	7.977 	9.193 	7.876 	9.184 	5.511 	7.706 	9.044 
A,GEP,RA100,KTOE,LV	252.517 	159.967 	253.917 	371.124 	237.075 	242.404 	243.603 	211.832 	194.857 	267.358 	285.923 	232.014 	235.030 	267.329 	297.257 	302.709 	248.235 	318.741 	250.388 	171.422 	159.962 	217.500 	376.666 	209.077 	181.217 	223.821 	232.829 	236.442 	326.264 	275.907 
A,GEP,RA100,KTOE,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA100,KTOE,NL	7.567 	6.879 	7.911 	9.630 	7.739 	12.247 	10.084 	9.458 	6.191 	8.169 	7.567 	9.114 	9.200 	8.770 	8.426 	9.028 	4.901 	8.976 	9.829 	9.647 	7.971 	8.605 	5.224 	6.221 	6.379 	3.961 	7.587 	4.299 	5.965 	7.342 
A,GEP,RA100,KTOE,NO	10449.699 	8930.525 	9438.951 	9948.667 	10442.992 	12194.153 	10357.954 	11123.990 	9069.647 	9353.482 	11667.068 	10263.887 	11492.347 	11955.632 	10772.399 	10037.747 	10342.132 	12186.071 	11017.885 	11648.323 	11805.847 	12279.192 	12241.273 	11950.246 	10772.943 	12193.015 	12378.781 	11026.640 	11755.271 	: 
A,GEP,RA100,KTOE,PL	162.253 	166.036 	168.616 	198.538 	185.297 	181.083 	199.914 	195.959 	143.680 	178.997 	189.242 	175.588 	202.247 	185.052 	204.225 	251.070 	200.463 	175.129 	209.705 	187.657 	157.540 	183.959 	220.084 	169.389 	168.393 	182.144 	201.133 	169.234 	207.181 	181.817 
A,GEP,RA100,KTOE,PT	716.509 	1268.530 	1126.311 	1115.821 	624.076 	973.603 	1206.707 	670.679 	1351.935 	848.581 	406.764 	946.017 	867.753 	584.613 	712.319 	1388.469 	992.194 	483.466 	1180.603 	1338.686 	744.669 	1351.962 	507.041 	1065.636 	758.187 	1038.915 	1023.864 	561.997 	1035.194 	1280.533 
A,GEP,RA100,KTOE,RO	1435.340 	1354.686 	1505.503 	1623.302 	1572.657 	1270.679 	1283.147 	1379.708 	1140.069 	1419.867 	1737.477 	1578.275 	1372.826 	1478.568 	1335.642 	1709.620 	1266.351 	1037.515 	1286.003 	1616.902 	1430.101 	1550.147 	1246.299 	1518.848 	1339.692 	1322.549 	1497.157 	1201.778 	1559.503 	1220.344 
A,GEP,RA100,KTOE,SE	5855.718 	4448.839 	5937.747 	6448.839 	6164.316 	6757.008 	6797.936 	5705.933 	4603.611 	5169.676 	6259.931 	5307.154 	5688.643 	5938.893 	5662.226 	5709.182 	5712.296 	6786.930 	5276.085 	5482.628 	6475.708 	5332.550 	5601.290 	5349.097 	5620.894 	6224.334 	6352.966 	6007.825 	5691.058 	5555.890 
A,GEP,RA100,KTOE,SI	279.622 	315.821 	265.864 	296.561 	321.668 	329.727 	326.375 	284.829 	254.281 	352.032 	297.589 	308.763 	280.823 	345.474 	405.382 	388.474 	306.270 	335.242 	398.060 	523.779 	327.352 	387.212 	332.618 	404.499 	385.159 	424.253 	405.203 	270.723 	431.708 	458.803 
A,GEP,RA100,KTOE,SK	419.604 	363.457 	349.441 	366.896 	384.695 	396.819 	423.646 	452.966 	299.226 	352.537 	398.796 	378.246 	382.717 	347.320 	375.543 	451.849 	324.866 	352.794 	416.853 	361.909 	332.416 	374.807 	371.797 	308.684 	374.549 	388.392 	366.122 	316.251 	402.923 	414.961 
A,GEP,RA300,KTOE,AT	0.064 	0.399 	1.739 	3.908 	4.347 	5.740 	8.998 	12.022 	32.010 	80.278 	114.469 	150.713 	175.166 	172.937 	168.017 	177.465 	166.483 	211.768 	271.060 	330.669 	416.193 	450.115 	565.048 	518.524 	640.591 	583.966 	579.539 	622.670 	691.032 	795.995 
A,GEP,RA300,KTOE,BE	0.774 	0.688 	0.688 	0.946 	1.118 	1.376 	3.181 	4.901 	7.567 	12.210 	19.518 	31.470 	42.218 	54.772 	85.641 	111.427 	199.355 	237.257 	315.133 	396.844 	479.278 	465.993 	560.679 	651.255 	838.813 	1102.201 	1031.608 	1062.132 	1327.936 	1188.693 
A,GEP,RA300,KTOE,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.086 	0.394 	1.724 	4.024 	10.469 	20.379 	58.587 	74.041 	104.978 	118.101 	114.409 	124.807 	122.525 	129.326 	113.338 	113.241 	127.010 	123.264 	128.902 	136.187 	118.408 
A,GEP,RA300,KTOE,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.031 	0.031 	0.031 	0.031 	0.031 	0.031 	2.728 	9.859 	15.948 	19.866 	15.722 	19.076 	19.493 	18.181 	19.006 	20.513 	20.671 	21.193 	19.283 	17.926 	0.000 
A,GEP,RA300,KTOE,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.076 	0.000 	0.173 	0.421 	0.849 	1.830 	4.248 	10.757 	21.037 	24.769 	28.847 	34.136 	35.754 	41.317 	40.975 	49.236 	42.731 	50.820 	52.393 	60.190 	60.110 	51.723 	55.145 	60.330 	61.635 
A,GEP,RA300,KTOE,DE	147.206 	178.676 	260.877 	394.927 	475.322 	804.127 	899.054 	1363.371 	1641.187 	2237.231 	2388.134 	2693.379 	3482.975 	3558.469 	3389.510 	3314.445 	4287.016 	4443.680 	4534.566 	5029.837 	6932.416 	6872.227 	9087.962 	9454.084 	10824.936 	11358.727 	9816.767 	10732.244 	12189.510 	11944.454 
A,GEP,RA300,KTOE,DK	101.204 	105.503 	166.294 	242.476 	260.447 	364.660 	370.249 	419.347 	478.160 	566.036 	568.702 	525.193 	616.595 	595.701 	577.902 	671.489 	840.429 	883.056 	956.429 	1124.549 	1215.227 	1099.031 	1270.851 	1195.353 	1388.636 	1404.146 	1380.436 	1637.847 	1671.049 	1767.226 
A,GEP,RA300,KTOE,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.086 	0.516 	0.688 	4.643 	6.561 	7.806 	11.475 	16.815 	23.817 	31.699 	37.276 	45.489 	51.907 	61.479 	51.075 	62.167 	54.686 	59.071 	72.571 	63.027 	57.438 	58.727 	100.335 
A,GEP,RA300,KTOE,EL	2.923 	3.267 	3.095 	6.019 	13.929 	38.779 	65.004 	55.976 	87.790 	96.368 	108.895 	146.118 	156.320 	192.777 	218.659 	233.357 	285.058 	331.054 	355.902 	317.160 	397.336 	442.467 	476.095 	541.725 	624.793 	800.525 	901.374 	935.791 	947.701 	1043.526 
A,GEP,RA300,KTOE,ES	23.216 	31.298 	63.801 	116.251 	235.942 	406.449 	581.169 	803.267 	1038.263 	1349.957 	1820.808 	2003.181 	2370.421 	2832.846 	3277.472 	3806.621 	3690.284 	4253.826 	4784.695 	4472.313 	4241.187 	4205.073 	4224.162 	4376.268 	4784.781 	4853.310 	5336.285 	5398.452 	5526.655 	5338.761 
A,GEP,RA300,KTOE,EU27_2020	316.179 	377.359 	575.559 	894.198 	1148.387 	1829.754 	2213.587 	3015.388 	3724.406 	4947.341 	5856.667 	6770.263 	8593.286 	9739.884 	10714.102 	12028.614 	14245.795 	16151.766 	18047.258 	19156.932 	22678.450 	22988.174 	26907.850 	27630.465 	31644.033 	34293.699 	33321.821 	36341.849 	41311.330 	42118.286 
A,GEP,RA300,KTOE,FI	0.946 	0.946 	1.462 	1.978 	4.213 	6.707 	6.019 	5.503 	7.997 	10.348 	14.612 	13.383 	16.200 	22.401 	23.785 	25.307 	41.392 	42.504 	66.526 	95.200 	200.117 	263.804 	412.312 	502.035 	518.035 	709.860 	731.447 	1033.706 	1293.480 	1809.652 
A,GEP,RA300,KTOE,FR	0.405 	0.639 	0.957 	1.676 	3.177 	4.141 	11.285 	22.837 	33.340 	51.148 	82.766 	187.668 	349.966 	489.614 	680.273 	855.115 	1085.477 	1331.742 	1415.850 	1519.976 	1879.429 	1875.953 	2159.215 	2509.221 	3048.882 	3500.223 	3241.050 	3351.320 	4424.523 	4084.211 
A,GEP,RA300,KTOE,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.172 	0.860 	1.634 	3.001 	3.431 	4.660 	11.960 	17.283 	28.267 	44.479 	62.766 	68.469 	87.210 	103.525 	114.824 	126.165 	147.954 	177.283 	183.818 	222.399 	221.548 
A,GEP,RA300,KTOE,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.086 	0.086 	0.344 	0.477 	0.868 	3.729 	9.458 	17.612 	28.455 	45.898 	53.800 	66.207 	61.695 	56.452 	59.615 	58.787 	65.176 	52.193 	62.683 	56.320 	57.094 	52.451 	55.546 	56.664 
A,GEP,RA300,KTOE,IE	1.399 	1.224 	4.371 	14.773 	16.346 	21.328 	29.196 	33.916 	39.685 	57.255 	97.194 	141.786 	171.185 	210.664 	258.321 	246.035 	382.891 	350.548 	396.965 	449.268 	574.506 	537.279 	650.645 	755.161 	875.748 	1009.480 	854.661 	979.664 	1020.065 	1001.682 
A,GEP,RA300,KTOE,IT	0.774 	2.837 	10.146 	19.862 	34.652 	48.409 	101.376 	120.722 	125.365 	158.774 	201.496 	255.437 	346.892 	417.998 	562.585 	784.688 	847.496 	1152.805 	1280.908 	1305.100 	1276.344 	1520.952 	1525.530 	1523.339 	1737.063 	1613.204 	1799.424 	1762.182 	2032.715 	1919.337 
A,GEP,RA300,KTOE,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.086 	0.172 	1.204 	9.114 	11.264 	13.586 	19.261 	40.843 	46.432 	51.849 	54.944 	69.647 	97.678 	117.266 	98.366 	128.925 	133.422 	117.085 	130.043 	218.065 	296.492 
A,GEP,RA300,KTOE,LU	0.000 	0.000 	0.258 	0.946 	1.548 	2.128 	2.041 	2.105 	2.250 	3.388 	4.493 	4.986 	5.528 	5.210 	5.458 	4.736 	5.507 	6.661 	7.139 	6.868 	8.757 	8.726 	20.191 	21.890 	24.186 	30.192 	27.026 	26.846 	42.587 	40.137 
A,GEP,RA300,KTOE,LV	0.037 	0.119 	0.134 	0.152 	0.184 	0.380 	0.295 	0.967 	4.166 	4.226 	4.029 	3.974 	4.551 	5.082 	4.307 	4.218 	6.096 	9.825 	10.323 	12.013 	12.651 	10.996 	12.898 	10.493 	13.242 	15.206 	12.161 	16.353 	23.281 	23.730 
A,GEP,RA300,KTOE,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.006 	0.007 	0.005 	0.005 	0.005 	0.005 	0.005 	0.005 	0.005 	0.005 	0.005 	0.003 	0.003 
A,GEP,RA300,KTOE,NL	27.257 	37.575 	40.843 	55.030 	55.460 	71.284 	70.973 	81.459 	113.480 	160.841 	177.700 	235.107 	295.617 	366.269 	393.863 	343.348 	438.536 	428.360 	483.848 	498.481 	649.171 	702.532 	908.753 	907.009 	989.504 	1313.648 	1558.328 	1854.340 	2548.077 	2881.290 
A,GEP,RA300,KTOE,NO	0.860 	0.774 	0.946 	0.946 	2.150 	2.666 	2.322 	6.449 	18.745 	21.668 	42.906 	54.686 	76.698 	78.504 	84.007 	75.580 	110.318 	133.104 	161.737 	190.628 	216.251 	181.943 	245.400 	333.350 	475.022 	852.324 	1011.968 	1273.419 	1200.782 	: 
A,GEP,RA300,KTOE,PL	0.086 	0.000 	0.172 	0.344 	0.344 	0.430 	1.204 	5.245 	10.662 	12.237 	11.648 	22.019 	44.848 	71.952 	92.629 	143.107 	275.542 	408.133 	516.234 	659.985 	933.651 	1082.338 	1281.947 	1100.498 	1298.947 	1358.560 	1395.834 	1700.734 	2078.792 	2144.903 
A,GEP,RA300,KTOE,PT	1.376 	1.806 	3.267 	7.653 	10.576 	14.445 	22.012 	31.126 	42.648 	70.192 	152.473 	251.545 	347.094 	495.046 	651.502 	789.473 	787.757 	882.182 	1033.070 	1041.393 	998.077 	1072.579 	1053.126 	1084.831 	1175.146 	1057.495 	1136.338 	1138.780 	1130.301 	1239.808 
A,GEP,RA300,KTOE,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.020 	0.048 	0.217 	0.428 	0.780 	26.341 	119.278 	226.988 	388.668 	533.182 	607.303 	566.638 	636.862 	543.613 	582.357 	597.202 	565.396 	601.623 	649.011 	546.026 
A,GEP,RA300,KTOE,SE	8.512 	12.382 	17.455 	27.257 	30.782 	39.295 	41.445 	52.279 	58.383 	73.947 	80.396 	84.609 	122.614 	171.797 	214.187 	299.828 	525.107 	615.993 	846.260 	966.036 	1403.439 	1330.954 	1514.101 	1429.321 	1706.535 	2366.810 	2342.562 	2859.243 	2944.540 	3492.777 
A,GEP,RA300,KTOE,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.363 	0.362 	0.518 	0.497 	0.491 	0.518 	0.529 	0.537 	0.481 	0.493 	0.548 	0.563 
A,GEP,RA300,KTOE,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.172 	0.516 	0.516 	0.516 	0.688 	0.602 	0.516 	0.516 	0.430 	0.516 	0.516 	0.516 	0.516 	0.516 	0.516 	0.516 	0.516 	0.344 	0.430 	0.344 	0.344 	0.430 
A,GEP,RA410,KTOE,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,DE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.689 	1.388 	8.856 	65.451 	168.444 	324.595 	410.124 	469.029 	480.932 	479.725 	505.847 	418.487 	488.650 	429.235 	445.056 	390.026 	444.110 	390.372 
A,GEP,RA410,KTOE,EU27_2020	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.689 	1.388 	8.856 	65.451 	168.444 	324.595 	410.124 	469.029 	480.932 	479.725 	505.847 	418.487 	488.650 	429.235 	445.056 	390.026 	444.110 	390.372 
A,GEP,RA410,KTOE,FI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,IT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,NL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,GEP,RA410,KTOE,PL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
